step,token_id,token_str,logprob,surprisal,entropy,margin,top5_ids,top5_tokens,top5_logprobs
341,439,Ġas,-0.29071474075317383,0.29071474075317383,0.6362445950508118,0.5160933136940002,"[439, 11, 1389, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġas', ',', 'ĠâĢĵ', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.29071474075317383, -1.4625897407531738, -3.8807454109191895, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
342,26816,Ġassass,-3.2690188884735107,3.2690188884735107,3.3016936779022217,0.03320693224668503,"[20566, 20457, 97383, 24632, 38817, 57077, 37781, 12737, 26816, 89248, 422, 28314, 6453, 15234, 289, 279, 19112, 4027, 86224, 54991, 264, 14016, 8537, 43248, 50058, 88128, 459, 296, 1274, 13307, 98411, 578, 61667, 39885, 17903, 8147, 305, 74265, 67059, 342, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","['Ġcreatures', 'Ġghost', 'Ġeerie', 'Ġmagical', 'Ġtwisted', 'Ġspectral', 'Ġumb', 'Ġshadow', 'Ġassass', 'Ġwhispers', 'Ġif', 'Ġhood', 'Ġdark', 'Ġstrange', 'Ġw', 'Ġthe', 'Ġwis', 'Ġfire', 'Ġdemonic', 'Ġrogue', 'Ġa', 'Ġbuildings', 'Ġeth', 'Ġmasked', 'Ġsupernatural', 'Ġillusions', 'Ġan', 'Ġm', 'Ġpeople', 'Ġagents', 'Ġenchanted', 'ĠThe', 'Ġthieves', 'Ġflames', 'Ġarmed', 'Ġpowerful', 'Ġh', 'Ġlantern', 'ĠUmb', 'Ġg', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*']","[-2.1194655895233154, -2.4431254863739014, -2.6775004863739014, -2.710982084274292, -2.8895537853240967, -3.15741229057312, -3.168572425842285, -3.255998373031616, -3.2690188884735107, -3.324822187423706, -3.3917863368988037, -3.4699113368988037, -3.562917470932007, -3.5703580379486084, -3.793572187423706, -3.8140342235565186, -3.871697187423706, -3.949822187423706, -4.173036575317383, -4.184197425842285, -4.223259925842285, -4.228839874267578, -4.251161575317383, -4.418572425842285, -4.51901912689209, -4.731072425842285, -4.818498611450195, -4.831518650054932, -4.887322425842285, -4.931964874267578, -4.995210647583008, -5.032411575317383, -5.032411575317383, -5.043572425842285, -5.054732799530029, -5.077054977416992, -5.110536575317383, -5.110536575317383, -5.1533203125, -5.166339874267578, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
343,1354,ins,0.0,-0.0,-0.0,1.0,"[1354, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['ins', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
344,22763,Ġemerged,-0.2907489836215973,0.2907489836215973,1.0694169998168945,0.6849427223205566,"[22763, 6137, 58842, 83858, 9922, 47747, 3769, 87923, 86087, 323, 98506, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]","['Ġemerged', 'Ġbegan', 'Ġdescended', 'Ġclad', 'Ġappeared', 'Ġlur', 'Ġmaterial', 'Ġwielding', 'Ġstormed', 'Ġand', 'Ġclashed', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G']","[-0.2907489240169525, -2.7684273719787598, -2.7684273719787598, -3.4827122688293457, -3.527355670928955, -3.851017475128174, -4.308605670928955, -4.654587268829346, -4.777355670928955, -4.91128396987915, -5.011730670928955, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
345,505,Ġfrom,0.0,-0.0,-0.0,1.0,"[505, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġfrom', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
346,279,Ġthe,-0.048834964632987976,0.048834964632987976,0.19157198071479797,0.9046764969825745,"[279, 28211, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġthe', 'Ġnowhere', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.04883497208356857, -3.043626070022583, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
347,27394,Ġdarkness,-3.887488842010498,3.887488842010498,0.335894376039505,0.902532160282135,"[35612, 1633, 3814, 27394, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]","['Ġshadows', 'Ġvery', 'Ġnight', 'Ġdarkness', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N']","[-0.0742468535900116, -3.653113842010498, -3.682877779006958, -3.887488842010498, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
348,11,",",0.0,-0.0,-0.0,1.0,"[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[',', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
349,17903,Ġarmed,-2.161406993865967,2.161406993865967,2.0684123039245605,0.2658081650733948,"[11125, 1855, 17903, 25103, 7537, 9564, 872, 16766, 46531, 87923, 25146, 5405, 25957, 84709, 6883, 16625, 38178, 43931, 34118, 23330, 15123, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","['Ġseeking', 'Ġeach', 'Ġarmed', 'Ġtargeting', 'Ġintent', 'Ġleaving', 'Ġtheir', 'Ġguns', 'Ġpursued', 'Ġwielding', 'Ġcasting', 'Ġclo', 'Ġforcing', 'Ġweaving', 'Ġbrand', 'Ġdriven', 'Ġaiming', 'Ġchasing', 'Ġpursuing', 'Ġhunting', 'Ġhell', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=']","[-0.9114068746566772, -1.9939969778060913, -2.1614067554473877, -2.295335292816162, -2.9649784564971924, -3.0207817554473877, -3.377925395965576, -4.38239049911499, -4.471675395965576, -4.549800395965576, -4.661406993865967, -4.706050395965576, -4.895781993865967, -4.9069437980651855, -4.951585292816162, -4.9962286949157715, -5.018550395965576, -5.052031993865967, -5.0631937980651855, -5.2194437980651855, -5.275247097015381, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
350,449,Ġwith,0.0,-0.0,-0.0,1.0,"[449, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġwith', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
351,25114,Ġdeadly,-2.738007068634033,2.738007068634033,2.6536524295806885,0.05710592120885849,"[60230, 15310, 24632, 38817, 29169, 63971, 25114, 98411, 42742, 57077, 12737, 5554, 289, 71598, 49592, 49995, 30103, 17676, 8537, 46858, 912, 53157, 4400, 13141, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","['Ġrazor', 'Ġsilver', 'Ġmagical', 'Ġtwisted', 'Ġdag', 'Ġcursed', 'Ġdeadly', 'Ġenchanted', 'Ġblades', 'Ġspectral', 'Ġshadow', 'Ġsil', 'Ġw', 'Ġpoisoned', 'Ġglowing', 'Ġknives', 'Ġgle', 'Ġsharp', 'Ġeth', 'Ġcres', 'Ġno', 'Ġswords', 'Ġnothing', 'Ġspell', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':']","[-1.8005069494247437, -2.224613666534424, -2.2357754707336426, -2.2357754707336426, -2.3139004707336426, -2.615238666534424, -2.738007068634033, -2.877516269683838, -3.0170252323150635, -3.619703769683838, -3.8633790016174316, -3.8987221717834473, -4.054972171783447, -4.177738666534424, -4.2000603675842285, -4.412113666534424, -4.735775470733643, -4.970150470733643, -4.9813103675842285, -5.4054179191589355, -5.494703769683838, -5.494703769683838, -5.539346218109131, -5.5616679191589355, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
352,5554,Ġsil,-2.3761558532714844,2.3761558532714844,2.5549817085266113,0.028979375958442688,"[24632, 42742, 15310, 29169, 5554, 7537, 98411, 38057, 57267, 36136, 49939, 88128, 38960, 48025, 14906, 289, 16437, 68247, 41044, 34334, 4617, 5425, 79683, 31409, 60230, 1446, 53054, 80137, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","['Ġmagical', 'Ġblades', 'Ġsilver', 'Ġdag', 'Ġsil', 'Ġintent', 'Ġenchanted', 'Ġarrows', 'Ġneedles', 'Ġartifacts', 'Ġbolts', 'Ġillusions', 'Ġspinning', 'Ġenchant', 'Ġthreads', 'Ġw', 'Ġprecision', 'Ġcurses', 'Ġsilk', 'Ġintentions', 'Ġthread', 'Ġcross', 'Ġpotions', 'Ġneedle', 'Ġrazor', 'Ġser', 'Ġfabrics', 'Ġprojectiles', ',', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6']","[-1.53910231590271, -1.684192419052124, -2.16410231590271, -2.2533891201019287, -2.3761556148529053, -3.2243707180023193, -3.6261556148529053, -3.637317657470703, -3.6707992553710938, -4.184192657470703, -4.251155376434326, -4.262317657470703, -4.329280853271484, -4.563655853271484, -4.565517425537109, -4.574817657470703, -4.630620956420898, -4.798030853271484, -4.809192657470703, -4.943120956420898, -4.976602554321289, -5.099370956420898, -5.155174255371094, -5.210977554321289, -5.300263404846191, -5.322585105895996, -5.333745956420898, -5.344906330108643, -5.523477554321289, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
